date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
2021-01-22,Idaho,77988.0,181100.0,64295.0,0.73,4.36,13075.0,3.6,10.13,4616.0,4479.0,2506.0,0.431
2021-01-23,Idaho,82640.0,181100.0,68292.0,0.77,4.62,13711.0,3.82,10.13,4652.0,4524.0,2532.0,0.456
2021-01-24,Idaho,87128.0,181100.0,72424.0,0.79,4.88,14059.0,4.05,10.13,4488.0,4546.0,2544.0,0.481
2021-01-25,Idaho,91271.0,181100.0,76199.0,0.81,5.11,14419.0,4.26,10.13,4143.0,4519.0,2529.0,0.504
2021-01-26,Idaho,93766.0,184025.0,78484.0,0.82,5.25,14627.0,4.39,10.3,2495.0,4256.0,2382.0,0.51
2021-01-27,Idaho,96991.0,203225.0,80857.0,0.86,5.43,15443.0,4.52,11.37,3225.0,3961.0,2216.0,0.477
2021-01-28,Idaho,102800.0,210750.0,85373.0,0.94,5.75,16724.0,4.78,11.79,5809.0,4204.0,2352.0,0.488
2021-01-29,Idaho,108873.0,221550.0,88975.0,1.06,6.09,18970.0,4.98,12.4,6073.0,4412.0,2469.0,0.491
2021-01-30,Idaho,114729.0,221550.0,93632.0,1.13,6.42,20148.0,5.24,12.4,5856.0,4584.0,2565.0,0.518
2021-01-31,Idaho,120880.0,221550.0,98287.0,1.21,6.76,21636.0,5.5,12.4,6151.0,4822.0,2698.0,0.546
2021-02-01,Idaho,124377.0,221550.0,100946.0,1.26,6.96,22468.0,5.65,12.4,3497.0,4729.0,2646.0,0.561
2021-02-02,Idaho,126648.0,216975.0,102959.0,1.27,7.09,22725.0,5.76,12.14,2271.0,4697.0,2628.0,0.584
2021-02-03,Idaho,132384.0,245925.0,107234.0,1.35,7.41,24171.0,6.0,13.76,5736.0,5056.0,2829.0,0.538
2021-02-04,Idaho,141897.0,262275.0,113110.0,1.47,7.94,26345.0,6.33,14.68,9513.0,5585.0,3125.0,0.541
2021-02-05,Idaho,159394.0,262275.0,120147.0,1.62,8.92,28970.0,6.72,14.68,17497.0,7217.0,4038.0,0.608
2021-02-06,Idaho,176220.0,266475.0,133810.0,1.79,9.86,32011.0,7.49,14.91,16826.0,8784.0,4915.0,0.661
2021-02-07,Idaho,185681.0,266475.0,140916.0,1.92,10.39,34322.0,7.89,14.91,9461.0,9257.0,5180.0,0.697
2021-02-08,Idaho,195591.0,266475.0,149231.0,2.01,10.94,35910.0,8.35,14.91,9910.0,10173.0,5693.0,0.734
2021-02-09,Idaho,198826.0,282075.0,151372.0,2.07,11.13,37002.0,8.47,15.78,3235.0,10311.0,5770.0,0.705
2021-02-10,Idaho,205379.0,310025.0,155238.0,2.22,11.49,39608.0,8.69,17.35,6553.0,10428.0,5835.0,0.662
2021-02-11,Idaho,214063.0,319825.0,159796.0,2.42,11.98,43231.0,8.94,17.9,8684.0,10309.0,5769.0,0.669
2021-02-12,Idaho,214063.0,320800.0,159796.0,2.42,11.98,43231.0,8.94,17.95,0.0,7810.0,4370.0,0.667
2021-02-13,Idaho,221585.0,328600.0,163950.0,2.6,12.4,46516.0,9.17,18.39,7522.0,6481.0,3627.0,0.674
2021-02-14,Idaho,242295.0,329575.0,174495.0,3.17,13.56,56629.0,9.76,18.44,20710.0,8088.0,4526.0,0.735
2021-02-15,Idaho,,,,,,,,,10665.0,8196.0,4586.0,
2021-02-16,Idaho,263625.0,333575.0,187653.0,3.62,14.75,64687.0,10.5,18.67,10665.0,9257.0,5180.0,0.79
2021-02-17,Idaho,270169.0,334550.0,191063.0,3.79,15.12,67805.0,10.69,18.72,6544.0,9256.0,5179.0,0.808
2021-02-18,Idaho,278474.0,336650.0,195596.0,4.0,15.58,71408.0,10.95,18.84,8305.0,9202.0,5149.0,0.827
2021-02-19,Idaho,304647.0,357200.0,211625.0,4.56,17.05,81497.0,11.84,19.99,26173.0,12941.0,7241.0,0.853
2021-02-20,Idaho,313466.0,358200.0,216285.0,4.79,17.54,85566.0,12.1,20.04,8819.0,13126.0,7345.0,0.875
2021-02-21,Idaho,326336.0,358200.0,222381.0,5.16,18.26,92265.0,12.44,20.04,12870.0,12006.0,6718.0,0.911
2021-02-22,Idaho,336243.0,358200.0,230560.0,5.53,18.82,98837.0,12.9,20.04,9907.0,11898.0,6658.0,0.939
2021-02-23,Idaho,340444.0,388815.0,232592.0,5.65,19.05,100979.0,13.02,21.76,4201.0,10974.0,6141.0,0.876
2021-02-24,Idaho,346534.0,422185.0,234983.0,5.86,19.39,104666.0,13.15,23.62,6090.0,10909.0,6104.0,0.821
2021-02-25,Idaho,356987.0,432185.0,239100.0,6.21,19.98,110960.0,13.38,24.18,10453.0,11216.0,6276.0,0.826
2021-02-26,Idaho,367113.0,459355.0,243714.0,6.51,20.54,116397.0,13.64,25.7,10126.0,8924.0,4994.0,0.799
2021-02-27,Idaho,378401.0,485195.0,249980.0,6.8,21.17,121491.0,13.99,27.15,11288.0,9276.0,5191.0,0.78
2021-02-28,Idaho,392370.0,485195.0,256810.0,7.17,21.96,128072.0,14.37,27.15,13969.0,9433.0,5278.0,0.809
2021-03-01,Idaho,404250.0,485195.0,263438.0,7.46,22.62,133284.0,14.74,27.15,11880.0,9715.0,5436.0,0.833
2021-03-02,Idaho,409641.0,517115.0,266252.0,7.61,22.92,135920.0,14.9,28.94,5391.0,9885.0,5531.0,0.792
2021-03-03,Idaho,418956.0,525115.0,270724.0,7.87,23.44,140583.0,15.15,29.38,9315.0,10346.0,5789.0,0.798
2021-03-04,Idaho,428196.0,546405.0,275118.0,8.14,23.96,145396.0,15.39,30.58,9240.0,10173.0,5693.0,0.784
2021-03-05,Idaho,442491.0,589435.0,282541.0,8.52,24.76,152239.0,15.81,32.98,14295.0,10768.0,6026.0,0.751
2021-03-06,Idaho,457434.0,594115.0,289977.0,8.93,25.6,159634.0,16.23,33.25,14943.0,11290.0,6318.0,0.77
2021-03-07,Idaho,471043.0,594115.0,296541.0,9.33,26.36,166775.0,16.59,33.25,13609.0,11239.0,6289.0,0.793
2021-03-08,Idaho,482273.0,594115.0,300640.0,9.76,26.99,174479.0,16.82,33.25,11230.0,11146.0,6237.0,0.812
2021-03-09,Idaho,489220.0,617985.0,304032.0,9.98,27.38,178260.0,17.01,34.58,6947.0,11368.0,6361.0,0.792
2021-03-10,Idaho,497534.0,627055.0,309022.0,10.2,27.84,182275.0,17.29,35.09,8314.0,11225.0,6281.0,0.793
2021-03-11,Idaho,507965.0,649425.0,315010.0,10.48,28.42,187365.0,17.63,36.34,10431.0,11396.0,6377.0,0.782
2021-03-12,Idaho,522505.0,669775.0,324180.0,10.83,29.24,193479.0,18.14,37.48,14540.0,11431.0,6397.0,0.78
2021-03-13,Idaho,536191.0,671845.0,332271.0,11.19,30.0,199911.0,18.59,37.59,13686.0,11251.0,6296.0,0.798
2021-03-14,Idaho,550174.0,671845.0,340495.0,11.56,30.79,206561.0,19.05,37.59,13983.0,11304.0,6325.0,0.819
2021-03-15,Idaho,559659.0,671845.0,345005.0,11.87,31.32,212093.0,19.31,37.59,9485.0,11055.0,6186.0,0.833
2021-03-16,Idaho,566079.0,718305.0,348653.0,12.04,31.68,215214.0,19.51,40.19,6420.0,10980.0,6144.0,0.788
2021-03-17,Idaho,566777.0,726515.0,349038.0,12.07,31.72,215734.0,19.53,40.65,698.0,9892.0,5535.0,0.78
2021-03-18,Idaho,586497.0,735815.0,359793.0,12.57,32.82,224667.0,20.13,41.17,19720.0,11219.0,6278.0,0.797
2021-03-19,Idaho,603043.0,759635.0,369859.0,12.94,33.74,231173.0,20.7,42.51,16546.0,11505.0,6438.0,0.794
2021-01-12,Illinois,347005.0,903100.0,284035.0,0.5,2.74,62757.0,2.24,7.13,,,,0.384
2021-01-13,Illinois,365859.0,920225.0,291445.0,0.59,2.89,74186.0,2.3,7.26,18854.0,18854.0,1488.0,0.398
2021-01-14,Illinois,403666.0,958125.0,316876.0,,3.19,,2.5,7.56,37807.0,28330.0,2236.0,0.421
2021-01-15,Illinois,437765.0,1011225.0,341518.0,0.72,3.45,91248.0,2.7,7.98,34099.0,30253.0,2387.0,0.433
2021-01-16,Illinois,,,,,,,,,21874.0,28158.0,2222.0,
2021-01-17,Illinois,,,,,,,,,21874.0,26902.0,2123.0,
2021-01-18,Illinois,,,,,,,,,21874.0,26064.0,2057.0,
2021-01-19,Illinois,525261.0,1011225.0,414362.0,0.82,4.15,104533.0,3.27,7.98,21874.0,25465.0,2010.0,0.519
2021-01-20,Illinois,539926.0,1094000.0,425824.0,0.85,4.26,107651.0,3.36,8.63,14665.0,24867.0,1962.0,0.494
2021-01-21,Illinois,570527.0,1173325.0,452010.0,0.88,4.5,111933.0,3.57,9.26,30601.0,23837.0,1881.0,0.486
2021-01-22,Illinois,607502.0,1209300.0,479848.0,0.95,4.79,120754.0,3.79,9.54,36975.0,24248.0,1914.0,0.502
2021-01-23,Illinois,654752.0,1417250.0,518779.0,1.02,5.17,128907.0,4.09,11.18,47250.0,27873.0,2200.0,0.462
2021-01-24,Illinois,699072.0,1417250.0,556517.0,1.07,5.52,135330.0,4.39,11.18,44320.0,31080.0,2453.0,0.493
2021-01-25,Illinois,723203.0,1417250.0,578406.0,1.08,5.71,137465.0,4.56,11.18,24131.0,31402.0,2478.0,0.51
2021-01-26,Illinois,737989.0,1548950.0,590212.0,1.11,5.82,140394.0,4.66,12.22,14786.0,30390.0,2398.0,0.476
2021-01-27,Illinois,766659.0,1591000.0,611024.0,1.17,6.05,147925.0,4.82,12.56,28670.0,32390.0,2556.0,0.482
2021-01-28,Illinois,823325.0,1631775.0,643555.0,1.28,6.5,162086.0,5.08,12.88,56666.0,36114.0,2850.0,0.505
2021-01-29,Illinois,884502.0,1658725.0,685529.0,1.43,6.98,181063.0,5.41,13.09,61177.0,39571.0,3123.0,0.533
2021-01-30,Illinois,948804.0,1696575.0,733006.0,1.56,7.49,197643.0,5.78,13.39,64302.0,42007.0,3315.0,0.559
2021-01-31,Illinois,1011454.0,1696575.0,781536.0,1.67,7.98,211528.0,6.17,13.39,62650.0,44626.0,3522.0,0.596
2021-02-01,Illinois,1054814.0,1696575.0,817253.0,1.73,8.32,219095.0,6.45,13.39,43360.0,47373.0,3738.0,0.622
2021-02-02,Illinois,1073076.0,1859850.0,831556.0,1.76,8.47,223026.0,6.56,14.68,18262.0,47870.0,3778.0,0.577
2021-02-03,Illinois,1108571.0,1986725.0,859076.0,1.82,8.75,230850.0,6.78,15.68,35495.0,48845.0,3855.0,0.558
2021-02-04,Illinois,1178369.0,2053325.0,905981.0,1.96,9.3,247763.0,7.15,16.2,69798.0,50721.0,4003.0,0.574
2021-02-05,Illinois,1247521.0,2089050.0,962345.0,2.05,9.84,260248.0,7.59,16.49,69152.0,51860.0,4093.0,0.597
2021-02-06,Illinois,1329963.0,2089050.0,1028487.0,2.17,10.5,275276.0,8.12,16.49,82442.0,54451.0,4297.0,0.637
2021-02-07,Illinois,1401585.0,2089050.0,1086599.0,2.28,11.06,288458.0,8.57,16.49,71622.0,55733.0,4398.0,0.671
2021-02-08,Illinois,1457693.0,2089050.0,1131846.0,2.36,11.5,299201.0,8.93,16.49,56108.0,57554.0,4542.0,0.698
2021-02-09,Illinois,1477780.0,2207200.0,1148175.0,2.39,11.66,302923.0,9.06,17.42,20087.0,57815.0,4562.0,0.67
2021-02-10,Illinois,1539781.0,2327100.0,1198096.0,2.48,12.15,314687.0,9.45,18.36,62001.0,61601.0,4861.0,0.662
2021-02-11,Illinois,1604830.0,2455500.0,1243706.0,2.61,12.66,330108.0,9.81,19.38,65049.0,60923.0,4808.0,0.654
2021-02-12,Illinois,1674988.0,2481075.0,1294565.0,2.75,13.22,348826.0,10.22,19.58,70158.0,61067.0,4819.0,0.675
2021-02-13,Illinois,1772568.0,2561800.0,1364527.0,2.97,13.99,375992.0,10.77,20.22,97580.0,63229.0,4990.0,0.692
2021-02-14,Illinois,1854228.0,2566675.0,1421577.0,3.16,14.63,400340.0,11.22,20.25,81660.0,64663.0,5103.0,0.722
2021-02-15,Illinois,,,,,,,,,50077.0,63802.0,5035.0,
2021-02-16,Illinois,1954382.0,2661550.0,1498639.0,3.34,15.42,422981.0,11.83,21.0,50077.0,68086.0,5373.0,0.734
2021-02-17,Illinois,1996099.0,2694700.0,1531557.0,3.4,15.75,431310.0,12.09,21.27,41717.0,65188.0,5144.0,0.741
2021-02-18,Illinois,2037388.0,2706400.0,1557154.0,3.52,16.08,446598.0,12.29,21.36,41289.0,61794.0,4876.0,0.753
2021-02-19,Illinois,2174539.0,2883925.0,1647720.0,3.89,17.16,492551.0,13.0,22.76,137151.0,71364.0,5632.0,0.754
2021-02-20,Illinois,2261482.0,2924725.0,1697843.0,4.16,17.85,527382.0,13.4,23.08,86943.0,69845.0,5512.0,0.773
2021-02-21,Illinois,2339546.0,2924925.0,1742360.0,4.42,18.46,560403.0,13.75,23.08,78064.0,69331.0,5471.0,0.8
2021-02-22,Illinois,2354395.0,2924925.0,1766364.0,4.56,18.58,578393.0,13.94,23.08,14849.0,64299.0,5074.0,0.805
2021-02-23,Illinois,2416034.0,3005345.0,1802372.0,4.76,19.07,602595.0,14.22,23.72,61639.0,65950.0,5204.0,0.804
2021-02-24,Illinois,2461385.0,3327065.0,1826927.0,4.92,19.42,623117.0,14.42,26.26,45351.0,66469.0,5245.0,0.74
2021-02-25,Illinois,2519447.0,3499685.0,1855962.0,5.15,19.88,652316.0,14.65,27.62,58062.0,68866.0,5435.0,0.72
2021-02-26,Illinois,2639826.0,3557335.0,1923246.0,5.55,20.83,703902.0,15.18,28.07,120379.0,66470.0,5245.0,0.742
2021-02-27,Illinois,2735250.0,3575135.0,1964466.0,5.98,21.59,757754.0,15.5,28.21,95424.0,67681.0,5341.0,0.765
2021-02-28,Illinois,2824209.0,3575135.0,2004662.0,6.36,22.29,806078.0,15.82,28.21,88959.0,69238.0,5464.0,0.79
2021-03-01,Illinois,2906555.0,3575135.0,2045444.0,6.69,22.94,847352.0,16.14,28.21,82346.0,78880.0,6225.0,0.813
2021-03-02,Illinois,2958947.0,3722705.0,2076864.0,6.85,23.35,867812.0,16.39,29.38,52392.0,77559.0,6121.0,0.795
2021-03-03,Illinois,3022385.0,3925545.0,2110030.0,7.09,23.85,897827.0,16.65,30.98,63438.0,80143.0,6325.0,0.77
2021-03-04,Illinois,3107699.0,4093855.0,2153991.0,7.41,24.52,939034.0,17.0,32.31,85314.0,84036.0,6632.0,0.759
2021-03-05,Illinois,3204414.0,4334465.0,2204820.0,7.77,25.29,984808.0,17.4,34.21,96715.0,80655.0,6365.0,0.739
2021-03-06,Illinois,3341021.0,4378835.0,2275017.0,8.29,26.37,1050701.0,17.95,34.56,136607.0,86539.0,6829.0,0.763
2021-03-07,Illinois,3473676.0,4378835.0,2346663.0,8.75,27.41,1109123.0,18.52,34.56,132655.0,92781.0,7322.0,0.793
2021-03-08,Illinois,3571808.0,4378835.0,2398497.0,9.11,28.19,1153941.0,18.93,34.56,98132.0,95036.0,7500.0,0.816
2021-03-09,Illinois,3601065.0,4715845.0,2414809.0,9.21,28.42,1166993.0,19.06,37.22,29257.0,91731.0,7239.0,0.764
2021-03-10,Illinois,3672596.0,4863485.0,2452227.0,9.48,28.98,1200821.0,19.35,38.38,71531.0,92887.0,7330.0,0.755
2021-03-11,Illinois,3777731.0,5031335.0,2512334.0,9.83,29.81,1245707.0,19.83,39.7,105135.0,95719.0,7554.0,0.751
2021-03-12,Illinois,3925271.0,5044435.0,2603710.0,10.5,30.98,1329918.0,20.55,39.81,147540.0,102980.0,8127.0,0.778
2021-03-13,Illinois,4197357.0,5167015.0,2754782.0,11.54,33.12,1461858.0,21.74,40.78,272086.0,122334.0,9654.0,0.812
2021-03-14,Illinois,4197470.0,5167015.0,2755219.0,11.54,33.12,1462024.0,21.74,40.78,113.0,103399.0,8160.0,0.812
2021-03-15,Illinois,4297923.0,5167015.0,2812496.0,11.9,33.92,1508375.0,22.19,40.78,100453.0,103731.0,8186.0,0.832
2021-03-16,Illinois,4379055.0,5531315.0,2856270.0,12.24,34.56,1551538.0,22.54,43.65,81132.0,111141.0,8771.0,0.792
2021-03-17,Illinois,4469795.0,5664615.0,2909272.0,12.57,35.27,1592976.0,22.96,44.7,90740.0,113886.0,8987.0,0.789
2021-03-18,Illinois,4584510.0,5739945.0,2983268.0,12.92,36.18,1637747.0,23.54,45.3,114715.0,115254.0,9095.0,0.799
2021-03-19,Illinois,4683361.0,5818585.0,3044878.0,13.24,36.96,1678369.0,24.03,45.92,98851.0,108299.0,8546.0,0.805
2021-01-12,Indian Health Svc,68387.0,224425.0,16105.0,,,236.0,,,,,,0.305
2021-01-13,Indian Health Svc,74462.0,290900.0,17240.0,,,323.0,,,6075.0,6075.0,,0.256
2021-01-14,Indian Health Svc,81726.0,291800.0,69313.0,,,,,,7264.0,6670.0,,0.28
2021-01-15,Indian Health Svc,90245.0,292700.0,77309.0,,,12730.0,,,8519.0,7286.0,,0.308
2021-01-16,Indian Health Svc,,,,,,,,,3473.75,6333.0,,
2021-01-17,Indian Health Svc,,,,,,,,,3473.75,5761.0,,
2021-01-18,Indian Health Svc,,,,,,,,,3473.75,5380.0,,
2021-01-19,Indian Health Svc,104140.0,292700.0,90329.0,,,13348.0,,,3473.75,5108.0,,0.356
2021-01-20,Indian Health Svc,108975.0,315325.0,93635.0,,,14874.0,,,4835.0,4930.0,,0.346
2021-01-21,Indian Health Svc,117297.0,323600.0,99004.0,,,17778.0,,,8322.0,5082.0,,0.362
2021-01-22,Indian Health Svc,123534.0,355475.0,103912.0,,,18985.0,,,6237.0,4756.0,,0.348
2021-01-23,Indian Health Svc,143678.0,357850.0,120761.0,,,21677.0,,,20144.0,7137.0,,0.402
2021-01-24,Indian Health Svc,153784.0,357850.0,128843.0,,,23643.0,,,10106.0,8084.0,,0.43
2021-01-25,Indian Health Svc,155529.0,357850.0,130085.0,,,24145.0,,,1745.0,7838.0,,0.435
2021-01-26,Indian Health Svc,158282.0,357950.0,131481.0,,,25502.0,,,2753.0,7735.0,,0.442
2021-01-27,Indian Health Svc,165764.0,386400.0,135456.0,,,28995.0,,,7482.0,8113.0,,0.429
2021-01-28,Indian Health Svc,180226.0,406525.0,144908.0,,,33645.0,,,14462.0,8990.0,,0.443
2021-01-29,Indian Health Svc,191109.0,423400.0,152563.0,,,36548.0,,,10883.0,9654.0,,0.451
2021-01-30,Indian Health Svc,194962.0,423600.0,155066.0,,,37890.0,,,3853.0,7326.0,,0.46
2021-01-31,Indian Health Svc,209747.0,423600.0,165493.0,,,40602.0,,,14785.0,7995.0,,0.495
2021-02-01,Indian Health Svc,210664.0,423600.0,166090.0,,,40917.0,,,917.0,7876.0,,0.497
2021-02-02,Indian Health Svc,214183.0,440900.0,168022.0,,,42503.0,,,3519.0,7986.0,,0.486
2021-02-03,Indian Health Svc,224095.0,461000.0,174664.0,,,45751.0,,,9912.0,8333.0,,0.486
2021-02-04,Indian Health Svc,238594.0,477275.0,182111.0,,,52748.0,,,14499.0,8338.0,,0.5
2021-02-05,Indian Health Svc,244323.0,492875.0,185622.0,,,54966.0,,,5729.0,7602.0,,0.496
2021-02-06,Indian Health Svc,276062.0,492875.0,204056.0,,,67885.0,,,31739.0,11586.0,,0.56
2021-02-07,Indian Health Svc,282039.0,492875.0,208409.0,,,69477.0,,,5977.0,10327.0,,0.572
2021-02-08,Indian Health Svc,291338.0,492875.0,214822.0,,,72334.0,,,9299.0,11525.0,,0.591
2021-02-09,Indian Health Svc,297375.0,492875.0,219484.0,,,73708.0,,,6037.0,11885.0,,0.603
2021-02-10,Indian Health Svc,306717.0,662850.0,224869.0,,,77250.0,,,9342.0,11803.0,,0.463
2021-02-11,Indian Health Svc,325336.0,679350.0,236970.0,,,83614.0,,,18619.0,12392.0,,0.479
2021-02-12,Indian Health Svc,346969.0,679950.0,251445.0,,,90005.0,,,21633.0,14664.0,,0.51
2021-02-13,Indian Health Svc,362802.0,691650.0,261997.0,,,95032.0,,,15833.0,12391.0,,0.525
2021-02-14,Indian Health Svc,378614.0,695550.0,273379.0,,,99411.0,,,15812.0,13796.0,,0.544
2021-02-15,Indian Health Svc,,,,,,,,,3335.0,12944.0,,
2021-02-16,Indian Health Svc,385284.0,697025.0,278647.0,,,100756.0,,,3335.0,12558.0,,0.553
2021-02-17,Indian Health Svc,390833.0,697025.0,282359.0,5.04,19.22,102592.0,13.88,34.27,5549.0,12017.0,5909.0,0.561
2021-02-18,Indian Health Svc,401516.0,698000.0,289605.0,5.21,19.74,106026.0,14.24,34.32,10683.0,10883.0,5351.0,0.575
2021-02-19,Indian Health Svc,407039.0,704825.0,292789.0,5.2,19.54,108364.0,14.06,33.84,5523.0,8581.0,4120.0,0.578
2021-02-20,Indian Health Svc,412073.0,732905.0,295515.0,5.31,19.78,110670.0,14.19,35.19,5034.0,7039.0,3380.0,0.562
2021-02-21,Indian Health Svc,426034.0,732905.0,304986.0,5.53,20.45,115147.0,14.64,35.19,13961.0,6774.0,3252.0,0.581
2021-02-22,Indian Health Svc,441876.0,732905.0,314387.0,5.84,21.22,121574.0,15.09,35.19,15842.0,8561.0,4110.0,0.603
2021-02-23,Indian Health Svc,455371.0,748780.0,323323.0,6.06,21.86,126117.0,15.52,35.95,13495.0,10012.0,4807.0,0.608
2021-02-24,Indian Health Svc,468627.0,826090.0,331324.0,6.31,22.5,131359.0,15.91,39.66,13256.0,11113.0,5336.0,0.567
2021-02-25,Indian Health Svc,488731.0,826090.0,342938.0,6.71,23.46,139832.0,16.47,39.66,20104.0,12459.0,5982.0,0.592
2021-02-26,Indian Health Svc,516471.0,848190.0,358249.0,7.31,24.8,152234.0,17.2,40.72,27740.0,15633.0,7506.0,0.609
2021-02-27,Indian Health Svc,537180.0,868080.0,370073.0,7.73,25.79,161105.0,17.77,41.68,20709.0,17872.0,8581.0,0.619
2021-02-28,Indian Health Svc,553652.0,868080.0,380562.0,8.02,26.58,167073.0,18.27,41.68,16472.0,18231.0,8753.0,0.638
2021-03-01,Indian Health Svc,569259.0,868080.0,388629.0,8.38,27.33,174607.0,18.66,41.68,15607.0,18198.0,8737.0,0.656
2021-03-02,Indian Health Svc,577710.0,868080.0,392515.0,8.6,27.74,179169.0,18.85,41.68,8451.0,17477.0,8391.0,0.666
2021-03-03,Indian Health Svc,588253.0,948600.0,398016.0,8.84,28.24,184195.0,19.11,45.54,10543.0,17089.0,8205.0,0.62
2021-03-04,Indian Health Svc,603339.0,1102700.0,407135.0,9.13,28.97,190131.0,19.55,52.94,15086.0,16373.0,7861.0,0.547
2021-03-05,Indian Health Svc,620761.0,1123090.0,416618.0,9.51,29.8,198047.0,20.0,53.92,17422.0,14899.0,7153.0,0.553
2021-03-06,Indian Health Svc,642492.0,1123090.0,427332.0,10.04,30.85,209045.0,20.52,53.92,21731.0,15045.0,7223.0,0.572
2021-03-07,Indian Health Svc,655254.0,1123090.0,434800.0,10.29,31.46,214322.0,20.88,53.92,12762.0,14515.0,6969.0,0.583
2021-03-08,Indian Health Svc,665997.0,1123090.0,439930.0,10.57,31.98,220205.0,21.12,53.92,10743.0,13820.0,6635.0,0.593
2021-03-09,Indian Health Svc,669504.0,1126690.0,442180.0,10.63,32.14,221461.0,21.23,54.09,3507.0,13113.0,6296.0,0.594
2021-03-10,Indian Health Svc,684185.0,1185450.0,449268.0,11.0,32.85,229137.0,21.57,56.92,14681.0,13705.0,6580.0,0.577
2021-03-11,Indian Health Svc,697130.0,1212425.0,457232.0,11.27,33.47,234678.0,21.95,58.21,12945.0,13399.0,6433.0,0.575
2021-03-12,Indian Health Svc,715356.0,1239435.0,466856.0,11.69,34.35,243445.0,22.41,59.51,18226.0,13514.0,6488.0,0.577
2021-03-13,Indian Health Svc,733344.0,1239435.0,476051.0,12.12,35.21,252406.0,22.86,59.51,17988.0,12979.0,6231.0,0.592
2021-03-14,Indian Health Svc,746005.0,1239435.0,482152.0,12.44,35.82,259196.0,23.15,59.51,12661.0,12964.0,6224.0,0.602
2021-03-15,Indian Health Svc,757075.0,1239435.0,488026.0,12.71,36.35,264643.0,23.43,59.51,11070.0,13011.0,6247.0,0.611
2021-03-16,Indian Health Svc,768056.0,1239435.0,493682.0,12.99,36.88,270509.0,23.7,59.51,10981.0,14079.0,6760.0,0.62
2021-03-17,Indian Health Svc,781325.0,1315655.0,502449.0,13.22,37.51,275418.0,24.12,63.17,13269.0,13877.0,6663.0,0.594
2021-03-18,Indian Health Svc,799030.0,1325735.0,513330.0,13.57,38.36,282539.0,24.65,63.65,17705.0,14557.0,6989.0,0.603
2021-03-19,Indian Health Svc,814515.0,1356155.0,522791.0,13.87,39.11,288947.0,25.1,65.11,15485.0,14166.0,6801.0,0.601
2021-01-12,Indiana,191844.0,540475.0,114781.0,0.35,2.85,23546.0,1.7,8.03,,,,0.355
2021-01-13,Indiana,211334.0,579050.0,125763.0,0.48,3.14,32040.0,1.87,8.6,19490.0,19490.0,2895.0,0.365
2021-01-14,Indiana,233488.0,630025.0,203889.0,,3.47,,3.03,9.36,22154.0,20822.0,3093.0,0.371
2021-01-15,Indiana,260310.0,642425.0,222599.0,0.56,3.87,37683.0,3.31,9.54,26822.0,22822.0,3390.0,0.405
2021-01-16,Indiana,,,,,,,,,18594.0,21765.0,3233.0,
2021-01-17,Indiana,,,,,,,,,18594.0,21131.0,3139.0,
2021-01-18,Indiana,,,,,,,,,18594.0,20708.0,3076.0,
2021-01-19,Indiana,334686.0,642425.0,283779.0,0.76,4.97,50862.0,4.22,9.54,18594.0,20406.0,3031.0,0.521
2021-01-20,Indiana,356385.0,741025.0,297720.0,0.87,5.29,58616.0,4.42,11.01,21699.0,20722.0,3078.0,0.481
2021-01-21,Indiana,387137.0,816025.0,320266.0,0.99,5.75,66801.0,4.76,12.12,30752.0,21950.0,3260.0,0.474
2021-01-22,Indiana,414127.0,839925.0,340055.0,1.1,6.15,73986.0,5.05,12.48,26990.0,21974.0,3264.0,0.493
2021-01-23,Indiana,446029.0,841725.0,367944.0,1.16,6.63,77985.0,5.47,12.5,31902.0,23875.0,3546.0,0.53
2021-01-24,Indiana,446029.0,841725.0,367944.0,1.16,6.63,77985.0,5.47,12.5,0.0,21219.0,3152.0,0.53
2021-01-25,Indiana,491856.0,841725.0,408181.0,1.24,7.31,83554.0,6.06,12.5,45827.0,25109.0,3730.0,0.584
2021-01-26,Indiana,498824.0,900175.0,413982.0,1.26,7.41,84719.0,6.15,13.37,6968.0,23448.0,3483.0,0.554
2021-01-27,Indiana,524180.0,920975.0,432791.0,1.36,7.79,91255.0,6.43,13.68,25356.0,23971.0,3561.0,0.569
2021-01-28,Indiana,552144.0,925300.0,454380.0,1.45,8.2,97614.0,6.75,13.74,27964.0,23572.0,3501.0,0.597
2021-01-29,Indiana,581322.0,929900.0,475928.0,1.56,8.63,105208.0,7.07,13.81,29178.0,23885.0,3548.0,0.625
2021-01-30,Indiana,607185.0,931500.0,495746.0,1.65,9.02,111233.0,7.36,13.84,25863.0,23022.0,3420.0,0.652
2021-01-31,Indiana,607185.0,931500.0,495746.0,1.65,9.02,111233.0,7.36,13.84,0.0,23022.0,3420.0,0.652
2021-02-01,Indiana,607185.0,931500.0,495746.0,1.65,9.02,111233.0,7.36,13.84,0.0,16476.0,2447.0,0.652
2021-02-02,Indiana,612289.0,1091375.0,499215.0,1.68,9.09,112864.0,7.42,16.21,5104.0,16209.0,2408.0,0.561
2021-02-03,Indiana,637745.0,1106550.0,517147.0,1.79,9.47,120352.0,7.68,16.44,25456.0,16224.0,2410.0,0.576
