Country,Year,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
Northern Mariana Islands,16,,,,,,,,,365.75,384.0,6751.0,
Northern Mariana Islands,17,,,,,,,,,365.75,381.0,6698.0,
Northern Mariana Islands,18,6372.0,18650.0,4453.0,3.37,11.2,1916.0,7.83,32.79,365.75,379.0,6663.0,0.342
Northern Mariana Islands,19,6791.0,18650.0,4569.0,3.9,11.94,2219.0,8.03,32.79,419.0,379.0,6663.0,0.364
Northern Mariana Islands,20,7309.0,18650.0,4606.0,4.75,12.85,2700.0,8.1,32.79,518.0,387.0,6804.0,0.392
Northern Mariana Islands,21,7720.0,18650.0,4700.0,5.3,13.57,3016.0,8.26,32.79,411.0,402.0,7067.0,0.414
Northern Mariana Islands,22,8039.0,18650.0,5019.0,5.3,14.13,3016.0,8.82,32.79,319.0,395.0,6944.0,0.431
Northern Mariana Islands,23,8390.0,18650.0,5369.0,5.3,14.75,3017.0,9.44,32.79,351.0,393.0,6909.0,0.45
Northern Mariana Islands,24,8495.0,18650.0,5474.0,5.3,14.93,3017.0,9.62,32.79,105.0,356.0,6259.0,0.455
Northern Mariana Islands,25,8738.0,18650.0,5679.0,5.37,15.36,3055.0,9.98,32.79,243.0,338.0,5942.0,0.469
Northern Mariana Islands,26,9026.0,18650.0,5966.0,5.37,15.87,3056.0,10.49,32.79,288.0,319.0,5608.0,0.484
Northern Mariana Islands,27,9251.0,18650.0,6189.0,5.38,16.26,3058.0,10.88,32.79,225.0,277.0,4870.0,0.496
Northern Mariana Islands,28,9548.0,18650.0,6486.0,5.38,16.79,3058.0,11.4,32.79,297.0,261.0,4588.0,0.512
Northern Mariana Islands,29,9733.0,18650.0,6671.0,5.38,17.11,3058.0,11.73,32.79,185.0,242.0,4254.0,0.522
Northern Mariana Islands,30,10050.0,18650.0,6896.0,5.54,17.67,3150.0,12.12,32.79,317.0,237.0,4167.0,0.539
Northern Mariana Islands,31,10148.0,21850.0,6897.0,5.71,17.84,3247.0,12.12,38.41,98.0,236.0,4149.0,0.464
Northern Mariana Islands,32,10407.0,29650.0,7062.0,5.87,18.3,3341.0,12.42,52.12,259.0,238.0,4184.0,0.351
Northern Mariana Islands,33,10655.0,29650.0,7271.0,5.94,18.73,3378.0,12.78,52.12,248.0,233.0,4096.0,0.359
Northern Mariana Islands,34,10966.0,29650.0,7561.0,5.98,19.28,3399.0,13.29,52.12,311.0,245.0,4307.0,0.37
Northern Mariana Islands,35,11332.0,29650.0,7633.0,6.49,19.92,3692.0,13.42,52.12,366.0,255.0,4483.0,0.382
Northern Mariana Islands,36,11697.0,29650.0,7770.0,6.89,20.56,3920.0,13.66,52.12,365.0,281.0,4940.0,0.395
Northern Mariana Islands,37,11889.0,29650.0,7847.0,7.09,20.9,4035.0,13.79,52.12,192.0,263.0,4624.0,0.401
Northern Mariana Islands,38,11915.0,29650.0,7860.0,7.12,20.95,4048.0,13.82,52.12,26.0,252.0,4430.0,0.402
Ohio,11,311890.0,866050.0,311867.0,,2.67,,2.67,7.41,,,,0.36
Ohio,12,329318.0,957700.0,329295.0,,2.82,,2.82,8.19,17428.0,17428.0,1491.0,0.344
Ohio,13,348424.0,967450.0,338961.0,,2.98,,2.9,8.28,19106.0,18267.0,1563.0,0.36
Ohio,14,375428.0,968250.0,361818.0,0.12,3.21,13552.0,3.1,8.28,27004.0,21179.0,1812.0,0.388
Ohio,15,,,,,,,,,24164.0,21926.0,1876.0,
Ohio,16,,,,,,,,,24164.0,22373.0,1914.0,
Ohio,17,,,,,,,,,24164.0,22672.0,1940.0,
Ohio,18,472084.0,968250.0,444812.0,0.23,4.04,27139.0,3.8,8.28,24164.0,22885.0,1958.0,0.488
Ohio,19,487481.0,1119175.0,456424.0,0.26,4.17,30910.0,3.9,9.57,15397.0,22595.0,1933.0,0.436
Ohio,20,487481.0,1122300.0,456424.0,0.26,4.17,30910.0,3.9,9.6,0.0,19865.0,1699.0,0.434
Ohio,21,545499.0,1222225.0,500557.0,0.38,4.67,44761.0,4.28,10.46,58018.0,24296.0,2079.0,0.446
Ohio,22,594924.0,1233075.0,535544.0,0.51,5.09,59153.0,4.58,10.55,49425.0,27905.0,2387.0,0.482
Ohio,23,647104.0,1233075.0,575488.0,0.61,5.54,71344.0,4.92,10.55,52180.0,31907.0,2730.0,0.525
Ohio,24,685622.0,1233075.0,608379.0,0.66,5.86,76949.0,5.2,10.55,38518.0,33957.0,2905.0,0.556
Ohio,25,708026.0,1406950.0,627390.0,0.69,6.06,80329.0,5.37,12.04,22404.0,33706.0,2884.0,0.503
Ohio,26,746249.0,1507000.0,657075.0,0.76,6.38,88834.0,5.62,12.89,38223.0,36967.0,3163.0,0.495
Ohio,27,789869.0,1532450.0,683323.0,0.91,6.76,106035.0,5.85,13.11,43620.0,43198.0,3696.0,0.515
Ohio,28,843099.0,1553900.0,716677.0,1.08,7.21,125794.0,6.13,13.29,53230.0,42514.0,3637.0,0.543
Ohio,29,911004.0,1553900.0,759337.0,1.29,7.79,150948.0,6.5,13.29,67905.0,45154.0,3863.0,0.586
Ohio,30,954013.0,1553900.0,789605.0,1.4,8.16,163622.0,6.76,13.29,43009.0,43844.0,3751.0,0.614
Ohio,31,1004624.0,1553900.0,824597.0,1.53,8.6,179168.0,7.05,13.29,50611.0,45572.0,3899.0,0.647
Ohio,32,1045139.0,1717875.0,854741.0,1.62,8.94,189502.0,7.31,14.7,40515.0,48159.0,4120.0,0.608
Ohio,33,1085391.0,1812025.0,883630.0,1.72,9.28,200784.0,7.56,15.5,40252.0,48449.0,4145.0,0.599
Ohio,34,1128082.0,1899800.0,908994.0,1.86,9.65,217948.0,7.78,16.25,42691.0,48316.0,4133.0,0.594
Ohio,35,1177237.0,1901750.0,936321.0,2.05,10.07,239651.0,8.01,16.27,49155.0,47734.0,4084.0,0.619
Ohio,36,1242487.0,1901750.0,975620.0,2.27,10.63,265445.0,8.35,16.27,65250.0,47355.0,4051.0,0.653
Ohio,37,1293965.0,1901750.0,1006750.0,2.44,11.07,285694.0,8.61,16.27,51478.0,48565.0,4155.0,0.68
Ohio,38,1346320.0,1901750.0,1038595.0,2.62,11.52,306072.0,8.88,16.27,52355.0,48814.0,4176.0,0.708
Oklahoma,11,157843.0,381375.0,109045.0,0.44,3.99,17463.0,2.76,9.64,,,,0.414
Oklahoma,12,172403.0,396975.0,118786.0,0.56,4.36,22278.0,3.0,10.03,14560.0,14560.0,3680.0,0.434
Oklahoma,13,187266.0,399900.0,160035.0,,4.73,,4.04,10.11,14863.0,14712.0,3718.0,0.468
Oklahoma,14,203410.0,424000.0,173162.0,0.73,5.14,28917.0,4.38,10.72,16144.0,15189.0,3839.0,0.48
Oklahoma,15,,,,,,,,,9670.75,13809.0,3490.0,
Oklahoma,16,,,,,,,,,9670.75,12982.0,3281.0,
Oklahoma,17,,,,,,,,,9670.75,12430.0,3141.0,
Oklahoma,18,242093.0,424000.0,209687.0,0.78,6.12,30919.0,5.3,10.72,9670.75,12036.0,3042.0,0.571
Oklahoma,19,251684.0,455275.0,217690.0,0.82,6.36,32308.0,5.5,11.51,9591.0,11326.0,2862.0,0.553
Oklahoma,20,267434.0,490500.0,230902.0,0.88,6.76,34706.0,5.84,12.4,15750.0,11453.0,2894.0,0.545
Oklahoma,21,287502.0,496350.0,247954.0,0.95,7.27,37435.0,6.27,12.54,20068.0,12013.0,3036.0,0.579
Oklahoma,22,304806.0,496350.0,263315.0,0.99,7.7,39290.0,6.65,12.54,17304.0,13104.0,3312.0,0.614
Oklahoma,23,322810.0,496350.0,279283.0,1.04,8.16,41289.0,7.06,12.54,18004.0,14294.0,3612.0,0.65
Oklahoma,24,326546.0,496350.0,282679.0,1.05,8.25,41634.0,7.14,12.54,3736.0,13446.0,3398.0,0.658
Oklahoma,25,328874.0,530675.0,284799.0,1.06,8.31,41814.0,7.2,13.41,2328.0,12397.0,3133.0,0.62
Oklahoma,26,345144.0,569575.0,296308.0,1.18,8.72,46596.0,7.49,14.39,16270.0,13351.0,3374.0,0.606
Oklahoma,27,363253.0,592975.0,308458.0,1.33,9.18,52465.0,7.8,14.99,18109.0,13688.0,3459.0,0.613
Oklahoma,28,386688.0,594925.0,323625.0,1.53,9.77,60680.0,8.18,15.04,23435.0,14169.0,3581.0,0.65
Oklahoma,29,410305.0,594925.0,339382.0,1.73,10.37,68510.0,8.58,15.04,23617.0,15071.0,3809.0,0.69
Oklahoma,30,437985.0,594925.0,356891.0,1.98,11.07,78459.0,9.02,15.04,27680.0,16454.0,4158.0,0.736
Oklahoma,31,443581.0,594925.0,360670.0,2.03,11.21,80231.0,9.12,15.04,5596.0,16719.0,4225.0,0.746
Oklahoma,32,445675.0,616775.0,362529.0,2.03,11.26,80465.0,9.16,15.59,2094.0,16686.0,4217.0,0.723
Oklahoma,33,462440.0,675850.0,372020.0,2.21,11.69,87596.0,9.4,17.08,16765.0,16757.0,4235.0,0.684
Oklahoma,34,484384.0,700225.0,382044.0,2.51,12.24,99354.0,9.65,17.7,21944.0,17304.0,4373.0,0.692
Oklahoma,35,510693.0,700225.0,393313.0,2.89,12.91,114208.0,9.94,17.7,26309.0,17715.0,4477.0,0.729
Oklahoma,36,541252.0,734625.0,406359.0,3.32,13.68,131556.0,10.27,18.57,30559.0,18707.0,4728.0,0.737
Oklahoma,37,573746.0,734625.0,424612.0,3.68,14.5,145610.0,10.73,18.57,32494.0,19394.0,4901.0,0.781
Oklahoma,38,586054.0,734625.0,431499.0,3.82,14.81,151019.0,10.9,18.57,12308.0,20353.0,5144.0,0.798
Oregon,11,104610.0,321425.0,99594.0,0.11,2.48,4813.0,2.36,7.62,,,,0.325
Oregon,12,115075.0,325325.0,107843.0,0.17,2.73,7014.0,2.56,7.71,10465.0,10465.0,2481.0,0.354
Oregon,13,129796.0,335075.0,119980.0,,3.08,,2.84,7.94,14721.0,12593.0,2986.0,0.387
Oregon,14,146153.0,335075.0,133091.0,0.3,3.46,12795.0,3.16,7.94,16357.0,13848.0,3283.0,0.436
Oregon,15,,,,,,,,,17693.75,14809.0,3511.0,
Oregon,16,,,,,,,,,17693.75,15386.0,3648.0,
Oregon,17,,,,,,,,,17693.75,15771.0,3739.0,
Oregon,18,216928.0,335075.0,192550.0,0.57,5.14,23866.0,4.57,7.94,17693.75,16045.0,3804.0,0.647
Oregon,19,216928.0,431450.0,192550.0,0.57,5.14,23866.0,4.57,10.23,0.0,14550.0,3450.0,0.503
Oregon,20,216928.0,479325.0,192550.0,0.57,5.14,23866.0,4.57,11.36,0.0,12447.0,2951.0,0.453
Oregon,21,253705.0,487700.0,218413.0,0.82,6.02,34536.0,5.18,11.56,36777.0,15365.0,3643.0,0.52
Oregon,22,270463.0,492450.0,231606.0,0.9,6.41,37983.0,5.49,11.68,16758.0,15231.0,3611.0,0.549
Oregon,23,285922.0,492450.0,244669.0,0.96,6.78,40348.0,5.8,11.68,15459.0,14912.0,3536.0,0.581
Oregon,24,300676.0,492450.0,257296.0,1.01,7.13,42426.0,6.1,11.68,14754.0,14492.0,3436.0,0.611
Oregon,25,308066.0,589200.0,263167.0,1.04,7.3,43942.0,6.24,13.97,7390.0,13020.0,3087.0,0.523
Oregon,26,325488.0,599900.0,276200.0,1.14,7.72,48261.0,6.55,14.22,17422.0,15509.0,3677.0,0.543
Oregon,27,340383.0,606725.0,285528.0,1.27,8.07,53662.0,6.77,14.38,14895.0,17636.0,4181.0,0.561
Oregon,28,359391.0,614525.0,299508.0,1.39,8.52,58664.0,7.1,14.57,19008.0,15098.0,3580.0,0.585
Oregon,29,382392.0,665325.0,314964.0,1.57,9.07,66188.0,7.47,15.77,23001.0,15990.0,3791.0,0.575
Oregon,30,407890.0,665325.0,331692.0,1.78,9.67,74927.0,7.86,15.77,25498.0,17424.0,4131.0,0.613
Oregon,31,423627.0,665325.0,342827.0,1.88,10.04,79522.0,8.13,15.77,15737.0,17564.0,4164.0,0.637
Oregon,32,438302.0,684000.0,353035.0,1.99,10.39,83898.0,8.37,16.22,14675.0,18605.0,4411.0,0.641
Oregon,33,454269.0,706575.0,361249.0,2.16,10.77,91240.0,8.57,16.75,15967.0,18397.0,4362.0,0.643
Oregon,34,471983.0,706575.0,369704.0,2.38,11.19,100414.0,8.76,16.75,17714.0,18800.0,4457.0,0.668
Oregon,35,487153.0,733875.0,378078.0,2.54,11.55,107146.0,8.96,17.4,15170.0,18252.0,4327.0,0.664
Oregon,36,509875.0,734950.0,389513.0,2.81,12.09,118378.0,9.24,17.42,22722.0,18212.0,4318.0,0.694
Oregon,37,532746.0,734950.0,400019.0,3.1,12.63,130687.0,9.48,17.42,22871.0,17837.0,4229.0,0.725
Oregon,38,554440.0,734950.0,412660.0,3.31,13.15,139700.0,9.78,17.42,21694.0,18688.0,4431.0,0.754
Pennsylvania,11,341948.0,974725.0,266288.0,0.08,2.67,10591.0,2.08,7.61,,,,0.351
Pennsylvania,12,379944.0,1017475.0,285938.0,0.14,2.97,18051.0,2.23,7.95,37996.0,37996.0,2968.0,0.373
Pennsylvania,13,410414.0,1065300.0,353821.0,,3.21,,2.76,8.32,30470.0,34233.0,2674.0,0.385
Pennsylvania,14,448151.0,1075350.0,380727.0,0.52,3.5,66941.0,2.97,8.4,37737.0,35401.0,2765.0,0.417
Pennsylvania,15,,,,,,,,,24066.25,32567.0,2544.0,
Pennsylvania,16,,,,,,,,,24066.25,30867.0,2411.0,
Pennsylvania,17,,,,,,,,,24066.25,29734.0,2323.0,
Pennsylvania,18,544416.0,1075350.0,464339.0,0.62,4.25,79526.0,3.63,8.4,24066.25,28924.0,2259.0,0.506
Pennsylvania,19,568660.0,1223250.0,482791.0,0.67,4.44,85290.0,3.77,9.56,24244.0,26959.0,2106.0,0.465
Pennsylvania,20,605428.0,1344375.0,508391.0,0.75,4.73,96395.0,3.97,10.5,36768.0,27859.0,2176.0,0.45
Pennsylvania,21,652886.0,1465850.0,539431.0,0.88,5.1,112692.0,4.21,11.45,47458.0,29248.0,2285.0,0.445
Pennsylvania,22,695870.0,1564125.0,572228.0,0.96,5.44,122849.0,4.47,12.22,42984.0,31950.0,2496.0,0.445
Pennsylvania,23,744591.0,1564125.0,611359.0,1.03,5.82,131908.0,4.78,12.22,48721.0,35472.0,2771.0,0.476
Pennsylvania,24,776799.0,1564125.0,639526.0,1.06,6.07,135939.0,5.0,12.22,32208.0,36636.0,2862.0,0.497
Pennsylvania,25,800354.0,1636675.0,657711.0,1.1,6.25,141304.0,5.14,12.78,23555.0,36563.0,2856.0,0.489
Pennsylvania,26,851980.0,1817925.0,693731.0,1.23,6.65,156798.0,5.42,14.2,51626.0,40474.0,3162.0,0.469
Pennsylvania,27,856371.0,1915350.0,695656.0,1.24,6.69,159259.0,5.43,14.96,4391.0,35849.0,2800.0,0.447
Pennsylvania,28,972742.0,1973775.0,777260.0,1.51,7.6,193432.0,6.07,15.42,116371.0,45694.0,3569.0,0.493
Pennsylvania,29,1032426.0,1976925.0,819889.0,1.64,8.06,209964.0,6.4,15.44,59684.0,48079.0,3756.0,0.522
Pennsylvania,30,1088172.0,1976925.0,862021.0,1.75,8.5,223489.0,6.73,15.44,55746.0,49083.0,3834.0,0.55
Pennsylvania,31,1134185.0,1976925.0,900237.0,1.81,8.86,231261.0,7.03,15.44,46013.0,51055.0,3988.0,0.574
Pennsylvania,32,1155945.0,1987200.0,916235.0,1.85,9.03,236995.0,7.16,15.52,21760.0,50799.0,3968.0,0.582
Pennsylvania,33,1158091.0,2143150.0,917497.0,1.86,9.05,237876.0,7.17,16.74,2146.0,43730.0,3416.0,0.54
Pennsylvania,34,1218735.0,2203850.0,958587.0,2.01,9.52,257255.0,7.49,17.22,60644.0,51766.0,4044.0,0.553
Pennsylvania,35,1271529.0,2292500.0,993076.0,2.15,9.93,275444.0,7.76,17.91,52794.0,42684.0,3334.0,0.555
Pennsylvania,36,1338491.0,2292500.0,1036395.0,2.33,10.46,298741.0,8.1,17.91,66962.0,43724.0,3415.0,0.584
Pennsylvania,37,1407839.0,2292500.0,1082700.0,2.51,11.0,321336.0,8.46,17.91,69348.0,45667.0,3567.0,0.614
Pennsylvania,38,1441358.0,2292500.0,1108626.0,2.57,11.26,328907.0,8.66,17.91,33519.0,43882.0,3428.0,0.629
Puerto Rico,11,74559.0,277200.0,61486.0,0.24,2.34,7666.0,1.92,8.68,,,,0.269
Puerto Rico,12,84432.0,305475.0,67475.0,0.36,2.64,11550.0,2.11,9.56,9873.0,9873.0,3091.0,0.276
Puerto Rico,13,94880.0,305475.0,80310.0,,2.97,,2.51,9.56,10448.0,10160.0,3181.0,0.311
Puerto Rico,14,104137.0,311325.0,87512.0,0.51,3.26,16360.0,2.74,9.75,9257.0,9859.0,3087.0,0.334
Puerto Rico,15,,,,,,,,,6348.25,8982.0,2812.0,
Puerto Rico,16,,,,,,,,,6348.25,8455.0,2647.0,
Puerto Rico,17,,,,,,,,,6348.25,8104.0,2538.0,
Puerto Rico,18,129530.0,311325.0,107661.0,0.67,4.06,21368.0,3.37,9.75,6348.25,7853.0,2459.0,0.416
Puerto Rico,19,136630.0,312450.0,112524.0,0.73,4.28,23428.0,3.52,9.78,7100.0,7457.0,2335.0,0.437
Puerto Rico,20,147795.0,327950.0,120250.0,0.83,4.63,26627.0,3.76,10.27,11165.0,7559.0,2367.0,0.451
Puerto Rico,21,161528.0,337350.0,128284.0,1.01,5.06,32181.0,4.02,10.56,13733.0,8199.0,2567.0,0.479
Puerto Rico,22,173242.0,371550.0,136400.0,1.12,5.42,35705.0,4.27,11.63,11714.0,8965.0,2807.0,0.466
Puerto Rico,23,184173.0,371550.0,143910.0,1.22,5.77,39016.0,4.51,11.63,10931.0,9620.0,3012.0,0.496
Puerto Rico,24,187617.0,371550.0,146984.0,1.23,5.88,39384.0,4.6,11.63,3444.0,9205.0,2882.0,0.505
Puerto Rico,25,188681.0,416900.0,147910.0,1.24,5.91,39522.0,4.63,13.05,1064.0,8450.0,2646.0,0.453
Puerto Rico,26,199762.0,506425.0,156071.0,1.33,6.25,42437.0,4.89,15.86,11081.0,9019.0,2824.0,0.394
Puerto Rico,27,212179.0,525000.0,165862.0,1.41,6.64,45057.0,5.19,16.44,12417.0,9198.0,2880.0,0.404
Puerto Rico,28,224303.0,530850.0,174840.0,1.51,7.02,48196.0,5.48,16.62,12124.0,8968.0,2808.0,0.423
Puerto Rico,29,236060.0,530950.0,183630.0,1.6,7.39,51159.0,5.75,16.62,11757.0,8974.0,2810.0,0.445
Puerto Rico,30,249394.0,530950.0,193842.0,1.7,7.81,54276.0,6.07,16.62,13334.0,9317.0,2917.0,0.47
Puerto Rico,31,253439.0,530950.0,197187.0,1.72,7.94,54972.0,6.17,16.62,4045.0,9403.0,2944.0,0.477
Puerto Rico,32,253439.0,535525.0,197187.0,1.72,7.94,54972.0,6.17,16.77,0.0,9251.0,2897.0,0.473
Puerto Rico,33,266671.0,605425.0,206430.0,1.85,8.35,58951.0,6.46,18.96,13232.0,9558.0,2993.0,0.44
Puerto Rico,34,278321.0,621025.0,214661.0,1.95,8.72,62336.0,6.72,19.44,11650.0,9449.0,2959.0,0.448
Puerto Rico,35,288024.0,623325.0,221431.0,2.04,9.02,65261.0,6.93,19.52,9703.0,9103.0,2850.0,0.462
Puerto Rico,36,299694.0,624025.0,229133.0,2.17,9.38,69224.0,7.18,19.54,11670.0,9091.0,2847.0,0.48
Puerto Rico,37,299694.0,624025.0,229133.0,2.17,9.38,69224.0,7.18,19.54,0.0,7186.0,2250.0,0.48
Puerto Rico,38,299694.0,624025.0,229133.0,2.17,9.38,69224.0,7.18,19.54,0.0,6608.0,2069.0,0.48
Republic of Palau,11,416.0,6000.0,416.0,,2.32,,2.32,33.51,,,,0.069
Republic of Palau,12,725.0,6000.0,725.0,,4.05,,4.05,33.51,309.0,309.0,17256.0,0.121
Republic of Palau,13,766.0,6000.0,765.0,,4.28,,4.27,33.51,41.0,175.0,9773.0,0.128
Republic of Palau,14,1119.0,6000.0,1118.0,0.01,6.25,1.0,6.24,33.51,353.0,234.0,13068.0,0.186
Republic of Palau,15,,,,,,,,,198.75,225.0,12565.0,
Republic of Palau,16,,,,,,,,,198.75,220.0,12286.0,
Republic of Palau,17,,,,,,,,,198.75,217.0,12118.0,
Republic of Palau,18,1914.0,6000.0,1913.0,0.01,10.69,1.0,10.68,33.51,198.75,214.0,11951.0,0.319
Republic of Palau,19,1981.0,6000.0,1980.0,0.01,11.06,1.0,11.06,33.51,67.0,179.0,9996.0,0.33
Republic of Palau,20,2405.0,6000.0,2403.0,0.01,13.43,2.0,13.42,33.51,424.0,234.0,13068.0,0.401
Republic of Palau,21,2405.0,6000.0,2403.0,0.01,13.43,2.0,13.42,33.51,0.0,184.0,10275.0,0.401
Republic of Palau,22,2685.0,6000.0,2683.0,0.01,14.99,2.0,14.98,33.51,280.0,195.0,10890.0,0.448
Republic of Palau,23,3046.0,6000.0,3044.0,0.01,17.01,2.0,17.0,33.51,361.0,218.0,12174.0,0.508
Republic of Palau,24,3046.0,6000.0,3044.0,0.01,17.01,2.0,17.0,33.51,0.0,190.0,10610.0,0.508
Republic of Palau,25,3046.0,6000.0,3044.0,0.01,17.01,2.0,17.0,33.51,0.0,162.0,9047.0,0.508
Republic of Palau,26,3046.0,6000.0,3046.0,,17.01,,17.01,33.51,0.0,152.0,8488.0,0.508
Republic of Palau,27,3067.0,6000.0,3067.0,,17.13,,17.13,33.51,21.0,95.0,5305.0,0.511
Republic of Palau,28,3089.0,6000.0,3088.0,0.01,17.25,1.0,17.24,33.51,22.0,98.0,5473.0,0.515
Republic of Palau,29,3110.0,6000.0,3109.0,0.01,17.37,1.0,17.36,33.51,21.0,61.0,3406.0,0.518
Republic of Palau,30,3110.0,6000.0,3109.0,0.01,17.37,1.0,17.36,33.51,0.0,9.0,503.0,0.518
Republic of Palau,31,3110.0,6000.0,3109.0,0.01,17.37,1.0,17.36,33.51,0.0,9.0,503.0,0.518
Republic of Palau,32,3172.0,6000.0,3109.0,0.35,17.71,63.0,17.36,33.51,62.0,18.0,1005.0,0.529
Republic of Palau,33,3228.0,6000.0,3109.0,0.66,18.03,119.0,17.36,33.51,56.0,26.0,1452.0,0.538
Republic of Palau,34,3228.0,6000.0,3109.0,0.66,18.03,119.0,17.36,33.51,0.0,23.0,1284.0,0.538
Republic of Palau,35,3360.0,6000.0,3109.0,1.4,18.76,251.0,17.36,33.51,132.0,39.0,2178.0,0.56
Republic of Palau,36,3360.0,6000.0,3109.0,1.4,18.76,251.0,17.36,33.51,0.0,36.0,2010.0,0.56
Republic of Palau,37,3467.0,9200.0,3109.0,2.0,19.36,358.0,17.36,51.38,107.0,51.0,2848.0,0.377
Republic of Palau,38,3467.0,9200.0,3109.0,2.0,19.36,358.0,17.36,51.38,0.0,51.0,2848.0,0.377
Rhode Island,11,39568.0,80225.0,35385.0,0.39,3.74,4141.0,3.34,7.57,,,,0.493
Rhode Island,12,42028.0,82175.0,36489.0,0.52,3.97,5490.0,3.44,7.76,2460.0,2460.0,2322.0,0.511
Rhode Island,13,44871.0,84125.0,38000.0,,4.24,,3.59,7.94,2843.0,2652.0,2503.0,0.533
Rhode Island,14,47548.0,108425.0,39381.0,0.77,4.49,8156.0,3.72,10.24,2677.0,2660.0,2511.0,0.439
Rhode Island,15,,,,,,,,,1633.25,2403.0,2268.0,
Rhode Island,16,,,,,,,,,1633.25,2249.0,2123.0,
Rhode Island,17,,,,,,,,,1633.25,2147.0,2027.0,
Rhode Island,18,54081.0,108425.0,44164.0,0.94,5.1,9902.0,4.17,10.24,1633.25,2073.0,1957.0,0.499
Rhode Island,19,56617.0,122575.0,45904.0,1.01,5.34,10696.0,4.33,11.57,2536.0,2084.0,1967.0,0.462
Rhode Island,20,59014.0,127450.0,47859.0,1.05,5.57,11136.0,4.52,12.03,2397.0,2020.0,1907.0,0.463
Rhode Island,21,61974.0,136225.0,49932.0,1.14,5.85,12023.0,4.71,12.86,2960.0,2061.0,1946.0,0.455
Rhode Island,22,63249.0,149225.0,50650.0,1.19,5.97,12580.0,4.78,14.09,1275.0,2010.0,1897.0,0.424
Rhode Island,23,67566.0,149225.0,54287.0,1.25,6.38,13260.0,5.12,14.09,4317.0,2393.0,2259.0,0.453
Rhode Island,24,70419.0,149225.0,56751.0,1.29,6.65,13649.0,5.36,14.09,2853.0,2567.0,2423.0,0.472
Rhode Island,25,72264.0,151675.0,58097.0,1.34,6.82,14148.0,5.48,14.32,1845.0,2598.0,2452.0,0.476
Rhode Island,26,76284.0,151675.0,59853.0,1.55,7.2,16410.0,5.65,14.32,4020.0,2810.0,2653.0,0.503
Rhode Island,27,80138.0,153625.0,61554.0,1.75,7.56,18562.0,5.81,14.5,3854.0,3018.0,2849.0,0.522
Rhode Island,28,83607.0,157525.0,63263.0,1.92,7.89,20321.0,5.97,14.87,3469.0,3090.0,2917.0,0.531
Rhode Island,29,88094.0,173225.0,65668.0,2.11,8.32,22401.0,6.2,16.35,4487.0,3549.0,3350.0,0.509
Rhode Island,30,91177.0,173225.0,67744.0,2.21,8.61,23408.0,6.4,16.35,3083.0,3373.0,3184.0,0.526
Rhode Island,31,94240.0,173225.0,68779.0,2.4,8.9,25435.0,6.49,16.35,3063.0,3403.0,3212.0,0.544
Rhode Island,32,99541.0,176150.0,73486.0,2.46,9.4,26027.0,6.94,16.63,5301.0,3897.0,3679.0,0.565
Rhode Island,33,101474.0,176650.0,74473.0,2.55,9.58,26973.0,7.03,16.68,1933.0,3599.0,3397.0,0.574
Rhode Island,34,103876.0,178600.0,75963.0,2.63,9.81,27884.0,7.17,16.86,2402.0,3391.0,3201.0,0.582
Rhode Island,35,106949.0,178600.0,77940.0,2.74,10.1,28979.0,7.36,16.86,3073.0,3335.0,3148.0,0.599
Rhode Island,36,111830.0,192300.0,81085.0,2.9,10.56,30711.0,7.65,18.15,4881.0,3391.0,3201.0,0.582
Rhode Island,37,117067.0,192300.0,83326.0,3.18,11.05,33699.0,7.87,18.15,5237.0,3699.0,3492.0,0.609
Rhode Island,38,120484.0,192300.0,85037.0,3.34,11.37,35402.0,8.03,18.15,3417.0,3749.0,3539.0,0.627
South Carolina,11,81075.0,315950.0,77042.0,0.08,1.58,3954.0,1.5,6.14,,,,0.257
South Carolina,12,99887.0,317450.0,87584.0,0.24,1.94,12213.0,1.7,6.17,18812.0,18812.0,3654.0,0.315
South Carolina,13,115855.0,346150.0,96231.0,,2.25,,1.87,6.72,15968.0,17390.0,3378.0,0.335
South Carolina,14,121836.0,350550.0,101722.0,0.38,2.37,19477.0,1.98,6.81,5981.0,13587.0,2639.0,0.348
South Carolina,15,,,,,,,,,16334.75,14274.0,2772.0,
South Carolina,16,,,,,,,,,16334.75,14686.0,2852.0,
South Carolina,17,,,,,,,,,16334.75,14961.0,2906.0,
South Carolina,18,187175.0,350550.0,155548.0,0.59,3.64,30243.0,3.02,6.81,16334.75,15157.0,2944.0,0.534
South Carolina,19,192608.0,437675.0,160518.0,0.6,3.74,30679.0,3.12,8.5,5433.0,13246.0,2573.0,0.44
South Carolina,20,209631.0,443375.0,173906.0,0.67,4.07,34277.0,3.38,8.61,17023.0,13397.0,2602.0,0.473
South Carolina,21,229002.0,453150.0,189170.0,0.74,4.45,38183.0,3.67,8.8,19371.0,15309.0,2973.0,0.505
South Carolina,22,249155.0,453250.0,206663.0,0.79,4.84,40812.0,4.01,8.8,20153.0,15855.0,3079.0,0.55
South Carolina,23,278795.0,453250.0,233257.0,0.85,5.42,43810.0,4.53,8.8,29640.0,17756.0,3449.0,0.615
